content,label
"尊敬 的 用户 您好 综合 您 的 用卡 情况 您 可以 申请 提高 额度 请 登录 URL 提交 申请 中国银联 
",FR_Phishing(Bank)
"您 刚 拨打 CELLPHONE 听到 的 彩铃 为 一半 回复 任意 内容 如可 下载 信息费 DIGIT 元铃音 有效期 至 DIGIT 年月日 春暖花开 好 礼 抢 不停 通过 客户端 下载 任意 彩铃 即 有 机会 赢取 车载 导航 罗技 键盘 鼠 等 百元 奖品 点击 URL 即可 安装 
",AD_Network_service
"无担保 信用贷款 每月 打卡 工资 DIGIT 以上 满 个 月 即可 申请 DIGIT 万 资料 简单 两 小时 放款 若需 资金周转 请速 与 我 联系 CELLPHONE 
",AD_Loan
"本 公司 专业 代 PLACE 税 地税 建筑工程 材料 款 增值税 验 后 付款 电话 CELLPHONE NAME 专业 
",IL_Fake_ID_and_invoice
"亲们 联通 主副 卡 上线 了 一份 套餐 全家 享 一 人 缴费 全 搞定 流量 语音 全 共享 成员 互拨 全免费 您 还 在 犹豫 请 点击 URL 或 到 就近 联通 营业厅 咨询 
",AD_Network_service
"PLACE 联通 活动 通知 即日起 至 月 日 PLACE 联通 免费 为 您 准备 了 PLACE 好 礼 包括 特大 流量 包 DIGIT 元 充值卡 腾讯 pptv 视频 免 流量 费 观看 特权 等 请来 PLACE 好 礼 步步 精心 活动 领取 URL 
",AD_Network_service
"尊敬 的 客户 您 使用 我行 账户 已 满 DIGIT 积分 可兑换 的 现金 请 登陆 手机网 httpudccbcom 查询 兑换 建设银行 
",FR_Phishing(Bank)
"也 因此 即将 灭亡 世人 只有 退出 中共 的 党 团队 组织 才能 在 天 灭 中共 的 那 一天 保全 平安 進入 未来 一 
",IL_Political_propaganda
"海尔 二十周年 庆 工厂 直销 会月 DIGIT 月 日 只要 销量 不要 利润 对 开门 冰箱 只要 DIGIT 寸 k 彩电 DIGIT 热水器 DIGIT 抢购 地点 梵天 寺 门口 
",AD_Retail
"荣事达 厨电 年终 NAME 火爆 全城 全场 烟机 折起 卖 加送 价值 元 升 食用油 NAME NAME 电脑 版 压力锅 仅 售 DIGIT 元 电磁炉 仅 售 DIGIT 元 每天 二十 台 小家电 满 DIGIT 元 送 价值 元 品牌 抽纸 满元 送 价值 元 PLACE 大米 送完 即止 时间 DIGIT 年月日 月 日 地址 隆回 家电 城 a 栋 抢购 电话 CELLPHONE 
",AD_Retail
"法轮大法 是 佛法 具有 净化 身心 的 奇效 祛病健身 效果显著 深受 世界 各国 民众 的 喜爱 至今 已 NAME 世界 一百多个 国家 和 地区 获得 海内外 各项 褒奖 三千多 项 
",IL_Political_propaganda
"我 买 网 小 买 周年 划算 不用 算 直降 给 你 看 折 专场 狂欢 小时 秒杀 拼手 速 还有 美食 百货 买一送一 URLtd 退订 
",AD_Retail
"六 福 珠宝 尊敬 的 会员 即日 至 月 日 于 国内 店铺 NAME 指定 镶嵌 k 金 每 满 DIGIT 减 DIGIT 指定 黄金 工费 每件 更 多 优惠 请 店 内详 询 退订 回 t 
",AD_Retail
"成 大 方圆 PLACE 十月 PLACE PLACE 日 千种 商品 三十倍 积分 积分 抵钱 花 一百 积分 抵 一元 全场 通用 详询 CELLPHONE 
",AD_Retail
"尊敬 的 建行 用户 您 的 账户 已 满 DIGIT 积分 可兑换 的 现金 请 登陆 手机 银行 网 URL 查询 兑换 逾期 不可 兑现 建设银行 
",FR_Phishing(Bank)
"顽大 顽小 由 你 决定 URLcd 首次 铳 植 餸 您 佰 分 之 NAME 髙 还 可 享 袸 DIGIT 囎 时时 氺 PHONE 
",IL_Gambling
"NAME NAME 空降 PLACE 最大 儿童 NAME 冲关 PLACE DIGIT 史 上 最长 百米 八大 关卡 致电 获 百元 门票 四期 新品 PLACE 特价 房 限时 抢 PHONE 
",AD_Real_estate
"尊敬 的 用户 您 的 工银 密码 器 于 今日 过期 失效 请 及时 登入 我行 网站 URL 在线 激活 给 您 带来 不便 敬请 谅解 工商银行 
",FR_Phishing(Bank)
"PLACE 百货 尊敬 的 会员 DIGIT 骡马 市店 NAME 服饰 在 f 多功能厅 举行 男装 超值 展售 会 全场 低 至 DIGIT 元 起 NAME 退订 回 td 
",AD_Retail
"尊敬 的 客户 DIGIT 月 日 至 DIGIT 月日 您 个人 实际 消费 元 余额 DIGIT 元 截止 DIGIT 月 日 点 您 本月 免费 项目 使用 情况 国内 数据 流量 可 享受 DIGIT mb 已 使用 DIGIT mb 剩余 可用 DIGIT mb 国内 数据 流量 结转 可 享受 DIGIT mb 已 使用 DIGIT mb 剩余 可用 DIGIT mb 清爽 夏日 送 g 关注 中国移动 DIGIT 官方 微 信号 微信 发送 大转盘 NAME p9g 流量 助 你 任性 一 夏 中国移动 
",AD_Network_service
"尊敬 的 邮政 储 用户 您 的 手机 银行 将 于 今日 过期 请登入 我行 管理 网站 URL 激活 升级 给 您 带来 不便 敬请 谅解 邮政 银行 
",FR_Phishing(Bank)
"唯品 会 拿 元 和 唯品 会 换 DIGIT 元 NAME 唇彩 点 URL 下载 回 td 退订 
",AD_Retail
"尚品 尚 旗舰店 双 来 了 牛排 年底 最低价 错过 等 年 牛排 披萨 任性 送 满立 减 NAME 赶快 来 抢 啦 URL 退订 回 t 
",AD_Retail
"嘿 URL NAME 註 冊 即 送 元 存 DIGIT 送 一周 天 送 元 天天 签到 电子 风暴 一天 次 以 小 博大 zg 
",IL_Gambling
"全家 便利店 亲爱 的 全家 会员 DIGIT 月 的 全家 继续 疯狂 DIGIT 月 日 疯狂 全家 日 当天 点 至 点 凭 集享 卡 来 全家 便利店 首笔 消费 满 DIGIT 元 即可 享 加赠 DIGIT 元 等值 积分 当天 参加 疯狂 全家 日 活动 还 可 加价 DIGIT 元 换购 凯蒂 猫 伞 一把 数量 有限 售完 为止 回复 td 退订 
",AD_Retail
"线 上 投注 领导者 URL 携手 威尼斯人 银河 PLACE 投 百亿 打造 线 上 最大 娱乐城 提供 百家乐 等 上 千种 游戏 任 您 选择 天天 返水 DIGIT 
",IL_Gambling
"您好 NAME 先生 我 是 NAME PLACE 区域 人事 招聘 专员 NAME 我 在 猎聘 网上 看到 您 的 简历 您 符合 我 公司 工程造价 岗位 为了 方便 我们 的 沟通 和 交流 请 您 加 WECHAT 邮箱 URL 
",AD_Other
"NAME NAME 旗舰店 双十 一 倒计时 加 购物车 抢 代金券 抢免 单 抢 礼品 底 至 元 DIGIT 点 不来 臣妾 做 不到 URLtmgqep 退订 回 n 
",AD_Retail
"尊敬 的 建行 用户 您 使用 我行 账户 已 满 一万 积分 可兑换 的 现金 请 登陆 手机 访问 URL 查询 兑换 逾期 失效 建设银行 
",FR_Phishing(Bank)
"招行 通知 您 的 招行 积分 已 达 万分 可兑换 的 现金 请登入 手机网 URL 兑换 逾期 失效 招商银行 
",FR_Phishing(Bank)
"NAME 这 NAME 你 qiao 瞧 URLrdgt 
",FR_Other
"百元 答谢 券 最后 天 DIGIT 元 捧 走 醉 PLACE 春装 DIGIT 元 带走 心仪 NAME DIGIT 元 满足 想念 好久 的 任性 那款 即 上 URL 回 td 退订 唯品 会 
",AD_Retail
"尊敬 的 CELLPHONE 用户 中国联通 NAME 提示 您 有 g 专属 流量 NAME 话费 尚未 领取 小时 内 有效 请 尽快 点击 领取 URL 
",FR_Phishing(Other)
"品牌 娱乐城 bet 诚信网 URL 提供 真人 百家乐 电子游戏 体育 投注 首 存送 DIGIT 提款 分钟 到 账 
",IL_Gambling
"PLACE 六合彩 公司 为 打击 地下 私彩 特 联合 PLACE 新 PLACE URL 开设 网上 投注 平台 赔率 倍 不定期 提供 特码 
",IL_Gambling
"恭喜 您 已经 获得 爆款 兑换 的 领取 资格 请 到 客户端 登录 并 在 首页 完成 领取 下载 地址 URL 爆款 总是 稀缺 的 记住 先 到 先 得 哦 退订 回复 td 聚美 优品 
",AD_Retail
"PLACE 国际 瞰 景 大盘 五一 NAME 住宅 DIGIT 平 别墅 DIGIT 万起 不 限购 地铁 旁 DIGIT 分钟 直达 国贸 HOTLINE 
",AD_Retail
"PLACE 摩尔 培训 学校 针对 级级 的 通知 二级 WECHAT 非诚 勿扰 接收 任何 考生 最后 名 先 到 先 得 今天 DIGIT 周六 DIGIT 周日 DIGIT 并 结束 二 三级 校内 代报 DIGIT 含 全套 资料 最新 秘笈 二 三级 校内 代报 加强 NAME DIGIT 含 全套 资料 最新 秘笈 快速 取证 cadproe 办公 电工 焊工 建筑 五大 员 统考 造价 监理 上半年 会计 从业 已 开考 本校 电算化 软件 目标 精准 如 需 安装 请 预约 下半年 会计 从业 报名 开始 二级 office 免费 培训 考试 可 同时 报考 两个 二级 科目 二级 其余 科目 培训 DIGIT 加强 NAME DIGIT 月 四级 WECHAT 下半年 校外 代报 开始 非诚 勿扰 NAME 广场 PLACE 村 教育 超市 地下室 CELLPHONE 校 讯通 台 
",AD_Other
"狂欢 移动 和 你 一起 充值 享 折扣 赠 话费 流量 DIGIT 元 送 双倍 返 更 有 g 套餐 钜 NAME 半价 热门 机 等你拿 勇敢 来 任性 送还 等 什么 赶快 参加 吧 URL 
",AD_Network_service
"老 NAME 楼 惊喜 黄金 每克 优惠 十元 终身 免费 调换 一次 黄金 换 新款 工费 七折 买 钻石 彩金 翡翠 折 上 折旧 钯 金 免费 换 钻石 彩金 翡翠 PLACE PLACE 医院 对面 
",AD_Retail
"航海 路 地铁口 DIGIT 至尊 美 宅 坐 拥 成熟 商业区 优越 地势 平方米 挑战 二环 价格 底线 纵 有 PLACE 千万 间 不及 怡景一 花园 相约 七月 不见 
",AD_Real_estate
"你好 现有 PLACE 本地 各 行业 发票 可代 开 点数 实惠 可验证 后 付款 请 联系 CELLPHONE NAME 经理 
",IL_Fake_ID_and_invoice
"NAME 披 愺 PLACE 首届 披 愺 节 氺 貂 披 依 全 場 NAME 披 愺 低 到 DIGIT 元 凭 短信 再 鎹 大礼 PLACE 威尼斯 酒店 一 樓 意 NAME 观 松 椖 PHONE 
",AD_Retail
"NAME 宅急送 前网 订 产品 满 DIGIT 元 免外 送费 啦 产品 满 DIGIT 元 还 送 香辣 鸡翅 块点 URL 订餐 回 td 退订 
",AD_Retail
"NAME 工作 丰厚 奖品 一个 都 不能 少 即日起 邀请 您 的 好友 编辑 短信 wt 您 的 手机号 至 DIGIT 开通 务工 易 免费版 上万 NAME 工作 任 您 挑 您 与 好友 还 可 同时 获得 工分 累积 工分 可兑换 话费 平板 电脑 等 大奖 还 可 抽 iphone 噢 登录 URL 了解 详询 
",AD_Network_service
"天台 NAME 家具 将 于 月 日 日 在 PLACE 生活馆 举行 超级 团购 NAME 活动 折扣 多多 礼品 多多 新品 多多 快快 进店 抢购 PHONE 
",AD_Retail
"双节 PLACE 礼 NAME 全城 PLACE 典当行 元宵 妇女节 期间 全场 DIGIT 折 月 日 特价品 及 黄 铂金 出外 同时 有新 绝当 品 上柜 欢迎 选购 
",AD_Retail
"用 移动 话费 省 一半 即日起 到 移动 营业厅 即可 参与 话费 消费 减免 DIGIT 活动 无 上限 不 保底 先 到 先 享受 早 办 早 优惠 详询 职业 技术 学院 移动 营业厅 
",AD_Network_service
"尊敬 的 客户 您 的 工银 密码 器 将 于 今日 失效 过期 请 用 手机 登陆 我行 网址 URL 重新 激活 给 您 带来 不便 请谅解 NAME 工商银行 
",FR_Phishing(Bank)
"天猫可么 多么 旗舰店 年 中大促 满场 折 起售 超量 代金券 更 实惠 选择 浏览器 打开 URL 查看 领券 
",AD_Retail
"尊敬 的 工行 用户 您 的 密码 器 将 于 今日 失效 请 您 登入 我行 手机 网站 URL 重新 激活 如 有 不便 敬请 谅解 工商银行 
",FR_Phishing(Bank)
"您 刚 拨打 DIGIT 听到 的 彩铃 是 PLACE 蝶 PLACE 好 声音 第四季 NAME 资费 DIGIT 元 回复 任意 内容 如 数字 即可 订购 该 彩铃 热门 推荐 回 数字 编号 下载 明天 你好 牛奶 咖啡 资费 DIGIT 元 杀 阡陌 的 霸道 告白 杀 阡陌 资费 DIGIT 元 
",AD_Network_service
"动手 指 抢 g 流量 现在 回复 yx0 至 DIGIT 可 领取 DIGIT m 周末 流量 包 您 有 十次 机会 最多 可 领取 流量 流量 仅限 月 日 DIGIT 至 月 日 DIGIT 使用 有效 逾期 自动 清零 
",AD_Network_service
"拇指 会员 专享 万众 期待 端午 PLACE 闪耀 登场 万元 通话费 不 限量 积分 壕礼 NAME 每个 短信 粽子 中均 有 奖励 哦 心动 不如 行动 马上 领取 请 回复 
",AD_Network_service
"天猫 超市 每日 鲜亲 DIGIT 元券 已 发 您 账户 个 佳 沛 奇异果 DIGIT 斤 PLACE NAME DIGIT 斤 PLACE 甜 虾 DIGIT 斤 PLACE 整根 牛腱 DIGIT 斤 NAME 翅 中 DIGIT 年 中 促 限时 限量 疯 抢 倒计时 最后 两天 戳 URL 退订 回 n 
",AD_Retail
"您 的 手机 已 被 跑 男 评选 为 场外 用户 您 将 得到 赞助商 送 出 万元 及 电脑 一台 请 电脑 PLACE URL 查看 查看 码 DIGIT 
",FR_Other
"朋友 新年好 您 看 中共 这么 邪 做 尽 坏事 上天 会 降 大 劫难 惩罚 中共 的 PLACE 这 几年 这么 多 的 天灾人祸 就是 警示 如果 您 以前 入 过 少先队 共青团 共产党 
",IL_Political_propaganda
"尊敬 的 旅客 您好 您 的 月 日 海口 PLACE DIGIT 起飞 到达 DIGIT h0 航班 因 起落架 故障 已 取消 请 联系 客服 DIGIT CELLPHONE 注 改签 不 收取 任何 费用 另 每位 旅客 获得 DIGIT 元 航班 延误 补偿费 
",FR_Other
"新年好 DIGIT 办公室 是 NAME 迫害 法轮功 的 首要 犯罪 组织 对 过去 十六年 来 的 众多 法轮功 学员 被 迫害致死 致伤 的 人 命案 伤害案 负有 无可 逃脱 的 罪责 NAME 
",IL_Political_propaganda
"DIGIT 生活 播报 健康 俱乐部 是 中国移动 面向 广大 用户 推出 的 一项 专业 全面 超值 便捷 的 日常 健康 咨询服务 发送 您 所 想要 咨询 的 健康 问题 到 DIGIT 专业 医生 小时 内 给 您 最 科学 的 指导 还有 三甲 医院 顶尖 专家 坐镇 DIGIT 名医堂 订购 更 可 获取 稀缺 门诊 号 
",AD_Network_service
"专业 办理 各行 信用卡 精养 信用卡 免费 办理 pos 机 地址 NAME PLACE PLACE 银行 PLACE DIGIT NAME CELLPHONE 
",AD_Loan
"为 庆祝 导墅 第一届 移动 手机 节 全镇 PLACE NAME 大 促 品牌 g 大屏 智能手机 低 至 DIGIT 元 畅销 特价 机型 价格 需 确定 更 有 免费 抽奖 机会 当日 到 厅 用户 另 有 礼品 赠送 数量 有限 送完 为止 活动 时间 月 日 周日 活动 地点 导墅 PLACE 镇 各 移动 营业厅 详询 CELLPHONE 
",AD_Network_service
"oldnavy 六一 快乐 婴童 商品 低至 折 还有 购物满 DIGIT 立 减 DIGIT 满 DIGIT 立 减 DIGIT n 退订 
",AD_Retail
"根据 您 的 消费 凭 此 短信 购买 米 仅 DIGIT 小米 note 仅 DIGIT mc 仅 DIGIT 有 DIGIT 话费 大 NAME 移动 二楼 NAME CELLPHONE 
",AD_Network_service
"尊敬 的 工行 用户 您 的 工银 电子 密码 器 于 今日 失效 请 即时 登入 URL 重新 下载 激活 使用 给 您 带来 不便 敬请 谅解 工商银行 
",FR_Phishing(Bank)
"国际 旅行社 推出 春节 特价 NAME DIGIT 元 PLACE DIGIT 元 大理 PLACE DIGIT 元 PLACE DIGIT 等 旅游 线路 电话 PHONE 
",AD_Other
"NAME 对 法轮功 学员 采取 名誉 上 搞臭 经济 上 截断 肉体上 消灭 打死 算 自杀 的 邪恶 政策 并 活摘 法轮功 学员 器官 犯下 了 这个 星球 上 从未有过 的 罪恶 
",IL_Political_propaganda
"g 跃 千万 存费 赠 话费 电子 券 啦 发送 dfcz00 到 DIGIT 存 DIGIT 就 送 DIGIT 元 话费 DIGIT 元 电子 券 更 多 档次 可 供选择 存 多少 赠 多少 NAME 移动 年底 NAME DIGIT 回馈 活动 截止 本月底 机会难得 赶快 到 营业厅 办理 吧 话费 使用 规则 详询 营业厅 
",AD_Network_service
"的 法轮功 学员 进行 名誉 上 搞臭 经济 上 搞 夸 肉体上 消灭 从 公开 到 秘密 的 灭绝 政策 犯下 了 滔天罪行 全球 DIGIT 个 国家 DIGIT 多位 律师 起诉 NAME 反人 
",IL_Political_propaganda
"尊敬 的 用户 您 的 密码 器 将 于 今日 过期 失效 请 及时 登录 URL 在线 激活 给 您 带来 不便 敬请 谅解 工商银行 
",FR_Phishing(Bank)
"DIGIT 您好 您 的 信用 极好 邀 您 加入 工作 不 限 地点 時間 手机 在家 操作 待遇 io o 天 詳情 QQ 
",AD_Other
"PLACE 移动 周年 庆 积分 倍 抵 购机 款 优惠 超乎 您 想象 您 的 积分 已经 超过 DIGIT 分 活动期 可兑换 DIGIT 元 购机 抵 金券 月 日前 到 指定 移动 营业厅 兑换 并 购买 手机 时 可 抵 现金 使用 江华 PLACE 自办 厅 和 一 指定 专营店 民族 路口 PLACE 手机 卖场 华银 国际 移动 手机 卖场 详询 CELLPHONECELLPHONECELLPHONE 
",AD_Network_service
"流量 银行 备战 双 只要 手气 够 牛 人气 够 旺 就 能 DIGIT 元 购 g 全国 流量 半年 包 数量 有限 现在 来 抢 URL 
",AD_Network_service
"过于 小心 难成 大事 玩到 tf 必有路 有 路 就 有 好 NAME URL 本周 最值 精选 pt 船长 的 NAME PHONE 
",IL_Gambling
"尊敬 的 建行 用户 您 的 账户 已 满 万 积分 可兑换 的 现金 请 登陆 URL 兑换 逾期 失效 建设银行 
",FR_Phishing(Bank)
"PLACE 移动 服务 提醒 和 家 宽带 促销 活动 即将 结束 现在 办理 还 送 DIGIT 元 电子 券 可换 话费 或 在 PLACE 等 网站 使用 每月 仅 需 元 享 DIGIT m 高速 宽带 无限 时 含 有线电视 月租 元月 首月 送 gb 本地 流量 家庭成员 流量 共享 互打 免费 免费 使用 价值 元 三合一 NAME 智能 机顶盒 请 回复 办 宽带 工作人员 将 电话 与 您 联系 确认 或 拨打 热线 HOTLINE900 DIGIT 装 宽带 打 DIGIT 活动 推荐 
",AD_Network_service
"尊敬 的 客户 DIGIT 月 日 至 DIGIT 月日 您 个人 实际 消费 元 余额 元 截止 DIGIT 月 日 DIGIT 点 您 本月 免费 项目 使用 情况 国内 数据 流量 可 享受 DIGIT mb 已 使用 DIGIT mb 剩余 可用 DIGIT mb 夜间 全国 流量 可 享受 DIGIT mb 已 使用 DIGIT mb 剩余 可用 DIGIT mb 虚拟 网 内 本地 通话 时长 可 享受 DIGIT 分已 使用 分 剩余 可用 分 国内 数据 流量 结转 可 享受 DIGIT mb 已 使用 DIGIT mb 剩余 可用 DIGIT mb NAME 提醒 月初 月末 DIGIT 热线 人工 服务 繁忙 关注 中国移动 DIGIT 官方 微信 点击 我 的 服务 菜单 即可 查询 话费 多月 账单 流量 还有 手机 话费 流量 等 优惠活动 可 参加 便捷 服务 欢迎 体验 中国移动 
",AD_Network_service
"你好 代开 各 行业 正规 机打 发票 可 走账 抵扣 税点 底 保真 电话 CELLPHONE 
",IL_Fake_ID_and_invoice
"閣 下 忙 NAME 新 凯户 ag 每日 贈 DIGIT 虎 几 三次 DIGIT 專員 WECHAT 索取 专员 u 惠網 止 URLrx 
",IL_Gambling
"千奈美 旗舰店 多日不见 小 美 送 PLACE 啦 千奈美 双 送 DIGIT 名免 单 全场 低 至 元 嗨 起 更多 满送 大礼 赶紧 前往 查看 退订 
",AD_Retail
"閣 下 URL 开户 自 领块 最高 第一次 充 DIGIT 到 帐 DIGIT agbbin 白家 NAME DIGIT 赠 qj 
",IL_Gambling
"哈 囉 PLACE 注册 充 DIGIT 送 DIGIT 真人 彩票 电子 更 多 优惠 等 你 来 拿 仮 水 高 达 仮 水 无 上限 官网 URLnig 
",IL_Gambling
"PLACE 消费 信息 银座 NAME NAME 秋冬 保暖 节 DIGIT 月 月 日 冬装 新品 PLACE 折 起 超市 超值 换购 元 抢 NAME 火锅 食材 NAME 装备 特卖 儿童 面具 彩绘 营养 大 课堂 等 您 来 
",AD_Retail
"尊敬 的 建行 用户 您好 您 的 帐户 已 满 DIGIT 积分 可兑换 的 现金 请 登录 手机 银行 网 URL 查询 兑换 逾期 不可 兑现 建设银行 
",FR_Phishing(Bank)
"本 公司 代开 PLACE 各 行业 正规 机打 发票 保真 长期有效 电话 CELLPHONE NAME 打扰 敬请 谅解 
",IL_Fake_ID_and_invoice
"名牌 地产 常绿 地产 NAME 溪谷 一期 盛大 交房 二期 DIGIT 准现房 元旦 钜 惠 万 住 三房 另 送 万元 家电 基金 到访 有 礼 PHONE 
",AD_Real_estate
"尊敬 的 NAME 根据 信用 综合 评分 您 信用卡 获得 上调 DIGIT 以上 的 固定 额度 如 需 调整 及时 请 致电 PHONE 当日 有效 华夏银行 
",FR_Phishing(Bank)
"嘿 URL NAME 註 冊 即 送 元 存 DIGIT 送 一周 天 送 元 天天 签到 电子 风暴 一天 次 以 小 博大 q9 
",IL_Gambling
"淘宝 海尔 家电 私人 定制 你 敢定 我 敢 送 免费送 装 狂 送 小家电 手快 买一送一 更 有 万元 旅游 基金 URL 
",AD_Retail
"您好 现有 PLACE 各 大 行业 正规 发票 建材 会务费 劳务 工程 广告 酒店 办公用品 等 包过 发票 联系电话 CELLPHONE NAME 
",IL_Fake_ID_and_invoice
