url,label,tokens,token_length,char_length
https://www.en.wikipedia.org/wiki/Emmanuel_Berchmans_Devlin,0,"['▁http', 's', '://', 'www', '.', 'en', '.', 'wiki', 'pedia', '.', 'org', '/', 'wiki', '/', 'em', 'man', 'uel', '_', 'ber', 'ch', 'man', 's', '_', 'dev', 'lin']",25,59
https://www.pdfgeni.com/book/iata-safety-management-pdf.html,0,"['▁http', 's', '://', 'www', '.', 'pdf', 'gen', 'i', '.', 'com', '/', 'book', '/', 'iata', '-', 'safe', 'ty', '-', 'management', '-', 'pdf', '.', 'html']",23,60
https://www.burbank-ca-hotels.com/,0,"['▁http', 's', '://', 'www', '.', 'bur', 'bank', '-', 'ca', '-', 'hot', 'els', '.', 'com', '/']",15,34
https://www.pipl.com/directory/name/Vachon/Steve,0,"['▁http', 's', '://', 'www', '.', 'pi', 'pl', '.', 'com', '/', 'director', 'y', '/', 'name', '/', 'va', 'chon', '/', 'steve']",19,48
https://www.classifieds1.carforums.net/index.php?make=SUZUKI&model=EQUATOR,0,"['▁http', 's', '://', 'www', '.', 'class', 'ified', 's', '1', '.', 'car', 'for', 'um', 's', '.', 'net', '/', 'index', '.', 'php', '?', 'make', '=', 'su', 'zuki', '&', 'model', '=', 'equa', 'tor']",30,74
https://www.rbsmentor.co.uk/,0,"['▁http', 's', '://', 'www', '.', 'rb', 's', 'ment', 'or', '.', 'co', '.', 'uk', '/']",14,28
https://www.spoke.com/info/pZADHG6/KatyBrownJones,0,"['▁http', 's', '://', 'www', '.', 'sp', 'oke', '.', 'com', '/', 'in', 'fo', '/', 'p', 'za', 'd', 'hg', '6/', 'ka', 'ty', 'brown', 'jones']",22,49
https://www.en.wikipedia.org/wiki/Victoria_STOLport,0,"['▁http', 's', '://', 'www', '.', 'en', '.', 'wiki', 'pedia', '.', 'org', '/', 'wiki', '/', 'victoria', '_', 's', 'tol', 'port']",19,51
https://www.spokeo.com/Ian+Greenberg,0,"['▁http', 's', '://', 'www', '.', 's', 'pok', 'eo', '.', 'com', '/', 'ian', '+', 'green', 'berg']",15,36
https://www.sportsillustrated.cnn.com/baseball/mlb/news/1999/07/18/cone_yankees_ap/,0,"['▁http', 's', '://', 'www', '.', 'sports', 'illus', 't', 'rated', '.', 'cn', 'n', '.', 'com', '/', 'base', 'ball', '/', 'm', 'lb', '/', 'news', '/', '1999', '/', '07', '/1', '8/', 'con', 'e', '_', 'yan', 'kee', 's', '_', 'ap', '/']",37,83
https://www.buckhillfalls.com/Lawn-Bowling~101480~13235.htm,0,"['▁http', 's', '://', 'www', '.', 'buck', 'hill', 'fall', 's', '.', 'com', '/', 'law', 'n', '-', 'bowl', 'ing', '~', '101', '480', '~', '13', '235', '.', 'ht', 'm']",26,59
https://www.reverendhortonheat.com/merch.php,0,"['▁http', 's', '://', 'www', '.', 're', 'ver', 'end', 'hor', 'ton', 'heat', '.', 'com', '/', 'mer', 'ch', '.', 'php']",18,44
https://www.sanjuanislanderdirectory.com/,0,"['▁http', 's', '://', 'www', '.', 'san', 'ju', 'ani', 's', 'lander', 'director', 'y', '.', 'com', '/']",15,41
https://www.nihrc.org/,0,"['▁http', 's', '://', 'www', '.', 'ni', 'hr', 'c', '.', 'org', '/']",11,22
https://www.goduke.com/ViewArticle.dbml?DB_OEM_ID=4200&ATCLID=186184,0,"['▁http', 's', '://', 'www', '.', 'go', 'duke', '.', 'com', '/', 'view', 'article', '.', 'db', 'ml', '?', 'db', '_', 'o', 'em', '_', 'id', '=', '4', '200', '&', 'at', 'c', 'lid', '=', '1861', '84']",32,68
https://www.travel.ciao.co.uk/La_Ronde_Amusement_Park_Montreal__6245080,0,"['▁http', 's', '://', 'www', '.', 'travel', '.', 'cia', 'o', '.', 'co', '.', 'uk', '/', 'la', '_', 'ron', 'de', '_', 'amu', 's', 'ement', '_', 'park', '_', 'mont', 'real', '__', '62', '450', '80']",31,71
https://www.ceramica.wikia.com/wiki/Plantilla:Navbox,0,"['▁http', 's', '://', 'www', '.', 'cera', 'mica', '.', 'wiki', 'a', '.', 'com', '/', 'wiki', '/', 'plant', 'illa', ':', 'nav', 'box']",20,52
https://www.thomasoneil.com/photo.php?f=950,0,"['▁http', 's', '://', 'www', '.', 'thomas', 'one', 'il', '.', 'com', '/', 'photo', '.', 'php', '?', 'f', '=', '950']",18,43
https://www.reversepeoplefinder.com/psearch/Alaska/Kenai/b,0,"['▁http', 's', '://', 'www', '.', 're', 'verse', 'people', 'finder', '.', 'com', '/', 'p', 'search', '/', 'ala', 'ska', '/', 'ke', 'nai', '/', 'b']",22,58
https://www.movies.nytimes.com/2009/03/20/movies/20nomb.html,0,"['▁http', 's', '://', 'www', '.', 'movie', 's', '.', 'ny', 'time', 's', '.', 'com', '/', '2009', '/', '03', '/', '20', '/', 'movie', 's', '/', '20', 'no', 'mb', '.', 'html']",28,60
https://www.singerpictures.com/puddle-of-mudd-pictures.html,0,"['▁http', 's', '://', 'www', '.', 'singer', 'picture', 's', '.', 'com', '/', 'pu', 'ddle', '-', 'of', '-', 'mud', 'd', '-', 'picture', 's', '.', 'html']",23,59
https://www.census-info.us/show/LAREAU/,0,"['▁http', 's', '://', 'www', '.', 'cen', 's', 'us', '-', 'in', 'fo', '.', 'us', '/', 'show', '/', 'lar', 'eau', '/']",19,39
https://www.ontariooval.com/?cat=17,0,"['▁http', 's', '://', 'www', '.', 'on', 'tari', 'oo', 'val', '.', 'com', '/', '?', 'cat', '=', '17']",16,35
https://www.acronymfinder.com/CCM.html,0,"['▁http', 's', '://', 'www', '.', 'ac', 'r', 'onym', 'finder', '.', 'com', '/', 'cc', 'm', '.', 'html']",16,38
https://www.farklerules.com/play-online/,0,"['▁http', 's', '://', 'www', '.', 'far', 'kle', 'rule', 's', '.', 'com', '/', 'play', '-', 'on', 'line', '/']",17,40
https://www.en.wikipedia.org/wiki/1965_Kansas_City_Athletics_season,0,"['▁http', 's', '://', 'www', '.', 'en', '.', 'wiki', 'pedia', '.', 'org', '/', 'wiki', '/', '1965', '_', 'kan', 's', 'as', '_', 'city', '_', 'ath', 'le', 'tics', '_', 'season']",27,67
https://www.virtualsheetmusic.com/,0,"['▁http', 's', '://', 'www', '.', 'vir', 't', 'ual', 'sheet', 'music', '.', 'com', '/']",13,34
https://www.cagayandeorodev.wordpress.com/?s=Paseo+del+Rio,0,"['▁http', 's', '://', 'www', '.', 'ca', 'gaya', 'nde', 'oro', 'dev', '.', 'word', 'press', '.', 'com', '/', '?', 's', '=', 'pas', 'eo', '+', 'del', '+', 'rio']",25,58
https://www.grindtv.com/athlete/sean-malto/,0,"['▁http', 's', '://', 'www', '.', 'grin', 'd', 'tv', '.', 'com', '/', 'athlete', '/', 's', 'ean', '-', 'mal', 'to', '/']",19,43
https://www.baseballlibrary.com/baseballlibrary/ballplayers/U/Umbarger_Jim.stm,0,"['▁http', 's', '://', 'www', '.', 'base', 'ball', 'li', 'bra', 'ry', '.', 'com', '/', 'base', 'ball', 'li', 'bra', 'ry', '/', 'ball', 'player', 's', '/', 'u', '/', 'um', 'bar', 'ger', '_', 'jim', '.', 'st', 'm']",33,78
https://www.law.justia.com/cases/federal/appellate-courts/F3/24/401/499406/,0,"['▁http', 's', '://', 'www', '.', 'law', '.', 'just', 'ia', '.', 'com', '/', 'case', 's', '/', 'federal', '/', 'a', 'ppel', 'late', '-', 'court', 's', '/', 'f', '3/', '24', '/', '401', '/4', '99', '406', '/']",33,75
https://www.library.stanford.edu/depts/hasrg/latinam/videos/spa_lang_full.html,0,"['▁http', 's', '://', 'www', '.', 'li', 'bra', 'ry', '.', 'stan', 'ford', '.', 'ed', 'u', '/', 'de', 'pts', '/', 'has', 'rg', '/', 'latin', 'am', '/', 'video', 's', '/', 's', 'pa', '_', 'lang', '_', 'full', '.', 'html']",35,78
https://www.answers.com/topic/mega-bloks-inc,0,"['▁http', 's', '://', 'www', '.', 'ans', 'wer', 's', '.', 'com', '/', 'top', 'ic', '/', 'mega', '-', 'blo', 'ks', '-', 'in', 'c']",21,44
https://www.flofiebig.blogspot.com/2009/08/caricatures-of-friends-and-colleagues-5.html,0,"['▁http', 's', '://', 'www', '.', 'flo', 'fi', 'e', 'big', '.', 'blo', 'gs', 'pot', '.', 'com', '/', '2009', '/', '08', '/', 'car', 'ica', 'ture', 's', '-', 'of', '-', 'friend', 's', '-', 'and', '-', 'col', 'league', 's', '-', '5', '.', 'html']",39,87
https://www.beatservice.no/noel.asp?order=label,0,"['▁http', 's', '://', 'www', '.', 'beat', 'service', '.', 'no', '/', 'no', 'el', '.', 'as', 'p', '?', 'order', '=', 'label']",19,47
https://www.lasell.edu/,0,"['▁http', 's', '://', 'www', '.', 'la', 'sell', '.', 'ed', 'u', '/']",11,23
https://www.fnbogden.com/,0,"['▁http', 's', '://', 'www', '.', 'fn', 'bo', 'g', 'den', '.', 'com', '/']",12,25
https://www.howtoplaychessforbeginners.com/,0,"['▁http', 's', '://', 'www', '.', 'how', 'to', 'play', 'ches', 's', 'for', 'beg', 'inner', 's', '.', 'com', '/']",17,43
https://www.myanimelist.net/character/3352/Yuji_Kaido,0,"['▁http', 's', '://', 'www', '.', 'my', 'ani', 'mel', 'ist', '.', 'net', '/', 'character', '/', '335', '2/', 'y', 'uji', '_', 'kai', 'do']",21,53
https://www.cs.cmu.edu/Groups/AI/html/faqs/top.html,0,"['▁http', 's', '://', 'www', '.', 'cs', '.', 'c', 'mu', '.', 'ed', 'u', '/', 'group', 's', '/', 'ai', '/', 'html', '/', 'fa', 'q', 's', '/', 'top', '.', 'html']",27,51
https://www.mylife.com/c-292592229,0,"['▁http', 's', '://', 'www', '.', 'my', 'life', '.', 'com', '/', 'c', '-', '29', '259', '22', '29']",16,34
https://www.amazon.com/Tex-Averys-Droopy-Theatrical-Collection/dp/B000MTPA5Y,0,"['▁http', 's', '://', 'www', '.', 'ama', 'zon', '.', 'com', '/', 't', 'ex', '-', 'a', 'very', 's', '-', 'dro', 'op', 'y', '-', 'the', 'a', 'tric', 'al', '-', 'collect', 'ion', '/', 'dp', '/', 'b', '000', 'm', 't', 'pa', '5', 'y']",38,76
https://www.amazon.co.uk/Books/s?ie=UTF8&rh=n%3A266239%2Cp_27%3APatricia%20Ellis&field-author=Patricia%20Ellis&page=1,0,"['▁http', 's', '://', 'www', '.', 'ama', 'zon', '.', 'co', '.', 'uk', '/', 'books', '/', 's', '?', 'ie', '=', 'ut', 'f', '8', '&', 'rh', '=', 'n', '%', '3', 'a', '266', '23', '9%', '2', 'cp', '_', '27%', '3', 'apa', 'tric', 'ia', '%', '20', 'elli', 's', '&', 'field', '-', 'author', '=', 'pa', 'tric', 'ia', '%', '20', 'elli', 's', '&', 'page', '=', '1']",59,117
https://www.steinertalent.com/profile/morris_day_and_the_time,0,"['▁http', 's', '://', 'www', '.', 'stein', 'er', 'tal', 'ent', '.', 'com', '/', 'profile', '/', 'mor', 'ris', '_', 'day', '_', 'and', '_', 'the', '_', 'time']",24,61
https://www.sports.nationalpost.com/tag/greg-rusedski/,0,"['▁http', 's', '://', 'www', '.', 'sports', '.', 'national', 'post', '.', 'com', '/', 'tag', '/', 'greg', '-', 'rus', 'ed', 'ski', '/']",20,54
https://www.mylife.com/c-1852647269,0,"['▁http', 's', '://', 'www', '.', 'my', 'life', '.', 'com', '/', 'c', '-', '1852', '64', '72', '69']",16,35
https://www.classontheweb.com/,0,"['▁http', 's', '://', 'www', '.', 'class', 'on', 'the', 'web', '.', 'com', '/']",12,30
https://www.facebook.com/pages/le-devoir/110731775621391,0,"['▁http', 's', '://', 'www', '.', 'face', 'book', '.', 'com', '/', 'page', 's', '/', 'le', '-', 'de', 'voir', '/', '110', '73', '177', '56', '21', '391']",24,56
https://www.time.com/time/letters/email_letter.html,0,"['▁http', 's', '://', 'www', '.', 'time', '.', 'com', '/', 'time', '/', 'letter', 's', '/', 'e', 'mail', '_', 'letter', '.', 'html']",20,51
https://www.homepages.uwp.edu/,0,"['▁http', 's', '://', 'www', '.', 'home', 'page', 's', '.', 'u', 'wp', '.', 'ed', 'u', '/']",15,30
https://www.washingtonflyfishing.com/board/showthread.php?54375-FS-Albright-A5-5-wt-and-Ross-Rhythm-2-with-SA-Headstart,0,"['▁http', 's', '://', 'www', '.', 'washington', 'fly', 'fish', 'ing', '.', 'com', '/', 'board', '/', 'show', 'th', 'read', '.', 'php', '?', '54', '375', '-', 'fs', '-', 'al', 'bright', '-', 'a', '5', '-', '5', '-', 'w', 't', '-', 'and', '-', 'ros', 's', '-', 'rhythm', '-', '2', '-', 'with', '-', 'sa', '-', 'head', 'start']",51,119
https://www.scoresway.com/?sport=tennis&page=tour&id=5,0,"['▁http', 's', '://', 'www', '.', 'score', 's', 'way', '.', 'com', '/', '?', 'sport', '=', 'ten', 'nis', '&', 'page', '=', 'tour', '&', 'id', '=', '5']",24,54
https://www.oload.stream,0,"['▁http', 's', '://', 'www', '.', 'o', 'load', '.', 'stream']",9,24
https://www.zoominfo.com/people/Hosey_Sandy_87005583.aspx,0,"['▁http', 's', '://', 'www', '.', 'zo', 'o', 'min', 'fo', '.', 'com', '/', 'people', '/', 'ho', 'sey', '_', 's', 'and', 'y', '_', '8', '700', '55', '83', '.', 'as', 'p', 'x']",29,57
https://www.cpepointestcharles.com/en/registration.html,0,"['▁http', 's', '://', 'www', '.', 'c', 'pe', 'point', 'est', 'charles', '.', 'com', '/', 'en', '/', 'reg', 'ist', 'ration', '.', 'html']",20,55
https://www.contributor.yahoo.com/user/1159759/alnewman.html,0,"['▁http', 's', '://', 'www', '.', 'con', 'tribu', 'tor', '.', 'ya', 'hoo', '.', 'com', '/', 'user', '/1', '159', '75', '9/', 'al', 'new', 'man', '.', 'html']",24,60
https://www.astore.amazon.com/learn-spanish-language-course-usa-20,0,"['▁http', 's', '://', 'www', '.', 'a', 'store', '.', 'ama', 'zon', '.', 'com', '/', 'le', 'arn', '-', 'spanish', '-', 'language', '-', 'course', '-', 'usa', '-', '20']",25,66
https://www.buccaneers.com/team/roster/ted-larsen/4be06fc2-7fce-4c86-98f0-5f85d20fefc4/,0,"['▁http', 's', '://', 'www', '.', 'bu', 'cca', 'ne', 'ers', '.', 'com', '/', 'team', '/', 'ro', 'ster', '/', 'ted', '-', 'lar', 'sen', '/4', 'be', '06', 'fc', '2', '-', '7', 'fc', 'e', '-', '4', 'c', '86', '-', '98', 'f', '0', '-', '5', 'f', '85', 'd', '20', 'fe', 'fc', '4/']",47,87
https://www.trueplayersonly.blogspot.com/2011/08/dru-down-pimp-of-year.html,0,"['▁http', 's', '://', 'www', '.', 'true', 'player', 's', 'only', '.', 'blo', 'gs', 'pot', '.', 'com', '/', '2011', '/', '08', '/', 'd', 'ru', '-', 'down', '-', 'p', 'imp', '-', 'of', '-', 'year', '.', 'html']",33,75
https://www.audiobooks4free.com/xMP3/BOOKLIST.ASP,0,"['▁http', 's', '://', 'www', '.', 'au', 'dio', 'books', '4', 'free', '.', 'com', '/', 'x', 'mp', '3/', 'book', 'list', '.', 'as', 'p']",21,49
https://www.oursportscentral.com/services/releases/?id=4323042,0,"['▁http', 's', '://', 'www', '.', 'our', 'sports', 'central', '.', 'com', '/', 'service', 's', '/', 'release', 's', '/', '?', 'id', '=', '43', '230', '42']",23,62
https://www.bostonturkishfilmfestival.org/2005Festival/program_2005_main.htm,0,"['▁http', 's', '://', 'www', '.', 'bo', 'ston', 'turkish', 'film', 'festival', '.', 'org', '/', '2005', 'festival', '/', 'program', '_', '2005', '_', 'main', '.', 'ht', 'm']",24,76
https://www.nihondownloads.wordpress.com/2011/06/28/bright-1%e5%b9%b42%e3%83%b6%e6%9c%8820%e6%97%a5-lyrics/,0,"['▁http', 's', '://', 'www', '.', 'ni', 'hon', 'down', 'load', 's', '.', 'word', 'press', '.', 'com', '/', '2011', '/', '06', '/2', '8/', 'bright', '-', '1%', 'e', '5%', 'b', '9%', 'b', '42%', 'e', '3%', '8', '3%', 'b', '6%', 'e', '6%', '9', 'c', '%', '88', '20%', 'e', '6%', '9', '7%', 'a', '5', '-', 'ly', 'ric', 's', '/']",54,107
https://www.famoushookups.com/site/relationship_detail.php?name=Clint-Howard&celebid=16217&relid=13191,0,"['▁http', 's', '://', 'www', '.', 'famous', 'hook', 'ups', '.', 'com', '/', 'site', '/', 're', 'lation', 'ship', '_', 'de', 'tail', '.', 'php', '?', 'name', '=', 'clin', 't', '-', 'how', 'ard', '&', 'cele', 'bid', '=', '16', '217', '&', 'reli', 'd', '=', '131', '91']",41,102
https://www.utilities.zibb.com/profile/abitibi-consolidated+co/us/20061160,0,"['▁http', 's', '://', 'www', '.', 'util', 'ities', '.', 'zi', 'bb', '.', 'com', '/', 'profile', '/', 'a', 'bit', 'ibi', '-', 'con', 'solid', 'ated', '+', 'co', '/', 'us', '/', '2006', '1', '160']",30,74
https://www.investmentcheck.org/,0,"['▁http', 's', '://', 'www', '.', 'invest', 'ment', 'check', '.', 'org', '/']",11,32
https://www.brooklyn-pizza-works.com/,0,"['▁http', 's', '://', 'www', '.', 'brook', 'lyn', '-', 'pizz', 'a', '-', 'works', '.', 'com', '/']",15,37
https://www.houseofnames.com/joyal-coat-of-arms,0,"['▁http', 's', '://', 'www', '.', 'house', 'of', 'name', 's', '.', 'com', '/', 'joy', 'al', '-', 'coat', '-', 'of', '-', 'arm', 's']",21,47
https://www.emusic.com/album/Tribes-Of-Neurot-Adaptation-and-Survival-MP3-Download/11956920.html,0,"['▁http', 's', '://', 'www', '.', 'e', 'music', '.', 'com', '/', 'album', '/', 'tri', 'bes', '-', 'of', '-', 'neur', 'ot', '-', 'adapt', 'ation', '-', 'and', '-', 'sur', 'viv', 'al', '-', 'mp', '3', '-', 'down', 'load', '/1', '1956', '920', '.', 'html']",39,96
https://www.highsnobiety.com/news/2011/10/18/del-the-funky-homosapien-x-arnette-sunglasses/,0,"['▁http', 's', '://', 'www', '.', 'high', 's', 'no', 'bie', 'ty', '.', 'com', '/', 'news', '/', '2011', '/', '10', '/1', '8/', 'del', '-', 'the', '-', 'funk', 'y', '-', 'ho', 'mosa', 'pi', 'en', '-', 'x', '-', 'ar', 'nette', '-', 'sun', 'glass', 'es', '/']",41,91
https://www.madeleinepattycake.blogspot.com/,0,"['▁http', 's', '://', 'www', '.', 'made', 'lein', 'epa', 'tty', 'cake', '.', 'blo', 'gs', 'pot', '.', 'com', '/']",17,44
https://www.en.wikipedia.org/wiki/Headscan,0,"['▁http', 's', '://', 'www', '.', 'en', '.', 'wiki', 'pedia', '.', 'org', '/', 'wiki', '/', 'heads', 'can']",16,42
https://www.itunes.apple.com/gb/album/black-and-white/id450792978,0,"['▁http', 's', '://', 'www', '.', 'itu', 'nes', '.', 'apple', '.', 'com', '/', 'gb', '/', 'album', '/', 'black', '-', 'and', '-', 'white', '/', 'id', '450', '79', '29', '78']",27,65
https://www.koimoi.com/bollywood-news/abhinay-deo-got-lucky-with-delhi-belly/,0,"['▁http', 's', '://', 'www', '.', 'ko', 'imo', 'i', '.', 'com', '/', 'b', 'ollywood', '-', 'news', '/', 'abhi', 'nay', '-', 'de', 'o', '-', 'got', '-', 'lucky', '-', 'with', '-', 'del', 'hi', '-', 'bel', 'ly', '/']",34,77
https://www.imreportcard.com/people/ken-evoy,0,"['▁http', 's', '://', 'www', '.', 'im', 'report', 'card', '.', 'com', '/', 'people', '/', 'ken', '-', 'e', 'voy']",17,44
https://www.priceviewer.com/walmart_locations/,0,"['▁http', 's', '://', 'www', '.', 'price', 'view', 'er', '.', 'com', '/', 'wal', 'mart', '_', 'location', 's', '/']",17,46
https://www.alpha-alternatives.com/,0,"['▁http', 's', '://', 'www', '.', 'alpha', '-', 'alternative', 's', '.', 'com', '/']",12,35
https://www.facebook.com/people/Pierre-Belanger/715135154,0,"['▁http', 's', '://', 'www', '.', 'face', 'book', '.', 'com', '/', 'people', '/', 'pierre', '-', 'bel', 'anger', '/', '7', '15', '135', '154']",21,57
https://www.polarizingmicroscopes.com/microscopes/pm0059000a.html,0,"['▁http', 's', '://', 'www', '.', 'polar', 'izing', 'micro', 'scope', 's', '.', 'com', '/', 'micro', 'scope', 's', '/', 'pm', '00', '59', '000', 'a', '.', 'html']",24,65
https://www.dancaster.com/ejw/ejw_ash_trivia.htm,0,"['▁http', 's', '://', 'www', '.', 'dan', 'caster', '.', 'com', '/', 'ej', 'w', '/', 'ej', 'w', '_', 'ash', '_', 'tri', 'via', '.', 'ht', 'm']",23,48
https://www.kebishop.org/research/,0,"['▁http', 's', '://', 'www', '.', 'ke', 'bishop', '.', 'org', '/', 'research', '/']",12,34
https://www.toys.pricegrabber.com/building-sets-blocks/LEGO-Star-Wars-Jabbas-Palace/m42891247.html,0,"['▁http', 's', '://', 'www', '.', 'to', 'y', 's', '.', 'price', 'gra', 'bber', '.', 'com', '/', 'building', '-', 'set', 's', '-', 'block', 's', '/', 'le', 'go', '-', 'star', '-', 'war', 's', '-', 'jab', 'bas', '-', 'pala', 'ce', '/', 'm', '42', '89', '12', '47', '.', 'html']",44,98
https://www.tech.slashdot.org/story/09/10/03/2131247/Interview-With-Jeremy-Howard-of-FastMailfm,0,"['▁http', 's', '://', 'www', '.', 'tech', '.', 's', 'lash', 'dot', '.', 'org', '/', 'story', '/', '09', '/', '10', '/', '03', '/2', '131', '247', '/', 'inter', 'view', '-', 'with', '-', 'je', 're', 'my', '-', 'how', 'ard', '-', 'of', '-', 'fast', 'mail', 'fm']",41,95
https://www.travelmath.com/airport/BUR,0,"['▁http', 's', '://', 'www', '.', 'travel', 'math', '.', 'com', '/', 'air', 'port', '/', 'bur']",14,38
https://www.faqs.org/people-search/james-damon/,0,"['▁http', 's', '://', 'www', '.', 'fa', 'q', 's', '.', 'org', '/', 'people', '-', 'search', '/', 'james', '-', 'da', 'mon', '/']",20,47
https://www.rottentomatoes.com/celebrity/douglas_fairbanks_jr/,0,"['▁http', 's', '://', 'www', '.', 'rott', 'ento', 'mato', 'es', '.', 'com', '/', 'cele', 'br', 'ity', '/', 'dou', 'gla', 's', '_', 'fair', 'bank', 's', '_', 'jr', '/']",26,62
https://www.en.wikipedia.org/wiki/Laura_Johnson,0,"['▁http', 's', '://', 'www', '.', 'en', '.', 'wiki', 'pedia', '.', 'org', '/', 'wiki', '/', 'la', 'ura', '_', 'john', 'son']",19,47
https://www.ncbi.nlm.nih.gov/pubmed/18256558,0,"['▁http', 's', '://', 'www', '.', 'nc', 'bi', '.', 'nl', 'm', '.', 'ni', 'h', '.', 'gov', '/', 'pub', 'med', '/', '18', '25', '65', '58']",23,44
https://www.answers.com/topic/lost-in-translation,0,"['▁http', 's', '://', 'www', '.', 'ans', 'wer', 's', '.', 'com', '/', 'top', 'ic', '/', 'lost', '-', 'in', '-', 'translation']",19,49
